ID,Ring,Early Trophozoite,Late Trophozoite,Schizont,Gametocyte II,Gametocyte V,Ookinete
PF3D7_1362300,17.2148,15.5799,18.6237,5.6719,22.3799,20.2376,9.8184
PF3D7_1362400,21.5501,10.6417,20.1342,7.8414,6.2794,53.6487,25.4925
PF3D7_1362500,2.2904,0.7033,12.0247,6.1745,2.0022,6.3357,2.6127
PF3D7_1362600,4.2845,0.6903,9.8257,3.6556,427.5719,7243.4915,2606.8435
PF3D7_1362700,3.0872,0.9069,14.737,1.2966,12.0033,37.5867,76.1293
PF3D7_1362800,2.5969,0.6413,9.3318,6.8633,1.1916,5.9179,47.8336
PF3D7_1362900,1.913,0.5812,1.6924,0.5984,3.3589,153.2512,71.7942
PF3D7_1363000,14.9379,4.5251,2.0093,0.0834,2.6852,9.6881,10.3286
PF3D7_1363100,7.5702,2.7332,13.0059,4.779,3.8981,16.1088,18.2001
PF3D7_1363200,8.6426,4.3955,6.5169,0.6347,2.3751,6.4205,1.0072
PF3D7_1363300,10.2585,3.5802,10.2726,0.3903,17.233,35.2731,24.155
PF3D7_1363400,13.5958,4.5509,20.4061,7.245,9.5081,35.95,13.8986
PF3D7_1363500,1.9954,3.284,24.0219,12.4072,6.6569,21.0782,1.6716
PF3D7_1363600,2.8996,4.0572,10.7074,4.2969,25.724,33.1625,0
PF3D7_1363700,4.003,2.8735,12.7268,3.3441,2.5951,11.0294,12.9713
PF3D7_1363800,2.2449,0.3487,3.9818,0.2873,8.0623,35.4392,77.9575
PF3D7_1363900,32.2609,4.9382,16.7289,14.8509,52.853,78.0278,1.6441
PF3D7_1364000,5.295,4.3731,14.8083,5.5611,4.9584,17.1707,18.0242
PF3D7_1364100,3.7109,0.3316,90.2411,35.2791,3.0355,19.4197,21.066
PF3D7_1364200,16.0552,7.5327,15.7111,5.0227,1.5155,8.4075,8.2271
PF3D7_1364300,40.4745,22.8512,12.9055,5.953,2.0683,13.1549,8.0968
PF3D7_1364400,14.6599,22.4568,10.2296,2.7297,4.265,9.6857,9.5674
PF3D7_1364500,14.0494,7.6858,12.3378,2.4595,2.3006,10.2074,3.9027
PF3D7_1364600,5.016,1.35,16.6263,5.8937,3.8695,15.1108,17.4693
PF3D7_1364700,3.2144,0.3662,3.2941,0.905,9.2277,28.6556,0
PF3D7_1364800,191.0404,146.3932,100.5333,5.707,306.0668,103.0541,52.0713
PF3D7_1364900,6.7411,1.506,5.4704,0,2.402,4.5108,0
PF3D7_1365000,22.5326,8.7091,18.6274,3.6493,4.0963,35.2749,18.7085
PF3D7_1365100,104.0881,49.4429,92.9319,83.6126,287.5665,88.3015,24.1229
PF3D7_1365200,35.4652,34.5627,22.6827,5.6521,62.0346,144.1623,89.688
PF3D7_1365300,24.9817,12.5909,13.1783,3.8341,6.5794,30.568,5.6645
PF3D7_1365400,3.2714,4.2469,3.6573,0.3349,6.2661,9.5555,1.5944
PF3D7_1365500,4.9586,10.715,28.1042,2.6478,6.5748,21.7532,20.626
PF3D7_1365600,12.6925,8.3241,24.5017,28.7635,14.9366,28.2875,40.6628
PF3D7_1365700,39.6453,28.9505,57.5432,41.4397,11.7409,31.2852,134.554
PF3D7_1365800,18.9796,23.6271,34.9944,42.4538,19.7724,19.8769,29.6785
PF3D7_1365900,487.4144,1206.5756,1075.7352,319.7325,2087.1666,1241.3918,643.5291
PF3D7_1366000,19.6673,15.5134,12.5225,3.1946,67.7354,52.3318,65.9012
PF3D7_1366100,16.0388,4.5427,23.1443,19.1348,26.9198,165.8527,240.476
PF3D7_1366200,8.7566,8.0516,34.8782,9.7321,25.7326,80.4596,210.0244
PF3D7_1366300,37.7651,42.1786,19.9908,3.1496,4.9442,23.166,41.1476
PF3D7_1366400,112.7083,575.3568,367.0837,1834.597,18.7202,47.5345,17.3553
PF3D7_1366500,6.4952,8.8101,147.392,41.8006,315.0044,167.3774,158.5684
PF3D7_1366600,95.7645,89.6432,115.5685,38.3731,64.2288,86.5766,687.8467
PF3D7_1366700,6.6411,3.6235,4.7929,1.0534,9.6569,74.874,11.2833
PF3D7_1366800,18.9531,37.7998,40.3026,5.4732,35.94,65.8881,37.7792
PF3D7_1366900,374.8437,179.5798,276.5421,89.6871,50.8172,89.73,143.4485
PF3D7_1367000,21.9876,35.8349,127.5592,33.0574,233.6592,96.7385,80.1139
PF3D7_1367100,318.2525,168.8674,217.0486,168.9063,40.2014,13.184,188.091
PF3D7_1367200,2.742,0.5027,0.8944,0.2662,15.2404,28.361,25.3466
PF3D7_1367300,3.1067,0.9439,0.898,0,30.6564,48.4683,9.7162
PF3D7_1367400,35.2945,22.6689,7.912,0.5614,2.6958,10.9559,6.2361
PF3D7_1367500,20.8009,4.0774,38.6139,14.574,6.6648,95.4235,55.2458
PF3D7_1367600,23.4054,18.7264,10.7015,0.4393,32.7117,27.9653,31.3707
PF3D7_1367700,65.9124,43.0501,35.1785,7.5094,5.6455,7.3614,12.5779
PF3D7_1367800,3.4707,0.3798,1.2521,0,0.2478,0.4916,1225.2768
PF3D7_1367900,2.1479,0.1223,1.4815,0.1511,0.2262,10.4216,247.5833
PF3D7_1368000,2.9902,1.2389,6.0003,1.5307,12.028,35.089,10.9307
PF3D7_1368100,33.2346,55.3173,270.4345,239.9016,44.1761,15.5347,59.792
PF3D7_1368200,229.8223,113.6504,194.2683,80.1144,25.1867,10.319,23.3188
PF3D7_1368300,31.6327,32.1511,47.4983,17.8127,71.092,143.6566,88.8338
PF3D7_1368400,27.9669,17.8672,41.1881,15.8705,16.1016,134.9867,37.7751
PF3D7_1368500,2.8054,1.7811,2.5416,1.6505,1.9409,10.0708,1.1224
PF3D7_1368600,19.83,46.3241,38.6383,1.0534,54.394,261.625,65.1926
PF3D7_1368700,3.4976,6.9167,22.2484,10.5271,3.8753,25.3682,34.756
PF3D7_1368800,2.5365,1.445,15.6099,5.4139,3.2109,18.863,35.369
PF3D7_1368900,26.5406,13.7133,58.449,20.4195,13.0046,119.1469,9.3068
PF3D7_1369000,6.4259,0.4316,16.9199,7.7539,5.388,27.4004,4.1013
PF3D7_1369100,2.1997,2.6835,9.6689,1.5014,4.2134,30.1457,53.6066
PF3D7_1369200,11.7322,7.7063,10.5122,2.4819,4.0523,50.4702,22.9859
PF3D7_1369300,1.5703,0.1255,1.9546,0.2327,8.2717,120.6528,104.1318
PF3D7_1369400,1.7586,1.695,5.1915,1.4683,3.4625,12.4676,3.7388
PF3D7_1369500,37.5307,19.4586,12.9346,1.77,1.3907,7.3848,6.3194
PF3D7_1369600,6.5872,6.7988,12.0351,2.9456,6.2455,26.4111,6.2322
PF3D7_1369700,42.3088,11.1127,14.4944,2.7832,34.574,32.3122,15.8992
PF3D7_1369800,23.981,185.3695,40.0333,59.5765,10.4026,1.3099,18.9072
PF3D7_1369900,13.0485,79.291,16.001,69.3956,3.0547,0,0
PF3D7_1370000,21.1597,18.2155,11.1203,7.9435,2.9721,1.3099,0
PF3D7_1370100,8.699,101.3162,33.1449,187.7764,10.6915,0,0
PF3D7_1370200,7.3512,46.9045,20.8624,91.071,40.2708,10.9224,0
PF3D7_1370300,4293.8327,3076.4912,156.9012,60.3497,118.9147,39.0332,55.9653
PF3D7_1370500,2.7157,1.1603,11.6411,6.6906,0.5364,1.4185,202.4762
PF3D7_1370800,0.7121,0,1.2832,0,0.3215,0.2834,174.5507
PF3D7_1370900,4.1965,1.8594,3.9973,1.9692,15.1048,18.6729,9.3744
PF3D7_1371000,0.0485,0,0.0382,0,0.2045,0.045,0
PF3D7_1371200,0,0,0.5143,1.8369,0.6873,0,0
PF3D7_1371300,0.3219,0.3197,0.1757,0.0697,2.9482,0.5749,0
PF3D7_1371500,1.2353,0.3127,11.5239,1.1594,24.727,45.8872,0
PF3D7_1371600,2.492,0.668,22.0093,25.6276,1.6426,1.386,0
PF3D7_1371700,2.5385,7.1954,8.8831,3.1378,1.6958,2.5872,0
PF3D7_1371800,4.7341,97.2708,25.4398,1.7772,2.1611,3.8833,0
PF3D7_1371900,4.6174,23.7998,5.2,0.4643,0.3474,1.5313,0
PF3D7_1372000,12.0704,7.7141,1.7061,0.7031,1.4031,1.2368,2.2314
PF3D7_1372100,3.5936,0.5632,0.2698,0,3.906,31.6236,23.7011
PF3D7_1372200,19921.2437,20181.4776,1053.8797,562.2644,25.8988,29.0342,10.1386
PF3D7_1372300,52.4462,3.9581,1.8551,0,0.3541,1.717,0
PF3D7_1372400,1.772,0.367,5.8416,3.4017,0.1272,0.3365,5.3978
PF3D7_1372500,14.4023,177.7483,8.8103,59.6905,0.2427,0,0
PF3D7_1372600,4.8434,50.9243,3.4162,4.3063,0.1342,0.7101,0
PF3D7_1372700,2.0937,11.8141,0.3143,0.2807,0,0,0
PF3D7_1372800,1.156,0.7024,0.2733,0,0,0.322,0
PF3D7_1372900,0.0783,0,0,0,0,0,0
PF3D7_1373000,1.5487,0.0784,0.1627,0,0.2175,0.2876,0
PF3D7_1373100,1.3226,1.391,0,0,0.6431,0.6613,0
PF3D7_1373200,0,0,0,0,0,0,0
PF3D7_1373300,3.9206,0.7445,0.4636,0.8279,0.2065,0.182,0
PF3D7_1373400,23.0132,1.748,7.4743,0.7775,1.2606,0.7693,0
PF3D7_1373500,29.054,20.1436,3.7001,1.5858,2.1921,0.9007,1.8873
PF3D7_1400100,5.1945,4.9725,0.617,4.3074,0.7871,0.1982,0.9537
PF3D7_1400200,3.9085,7.748,0.3757,0.8052,0.2008,0.177,0
PF3D7_1400300,1.3188,0.8476,0,0,0,0,0
PF3D7_1400400,2.5736,0.9383,0.1623,0,0,0,0
PF3D7_1400500,1.6374,1.2437,0.242,0,0,0.19,0
PF3D7_1400600,2.0801,0.7182,0.2236,0.5324,0.0996,0.2634,0
PF3D7_1400700,2.1303,0.4494,0.1866,0,0.2493,0,1.5863
PF3D7_1400800,3.5125,0.8337,0.173,0,0,0,0
PF3D7_1400900,0.3754,0,0,0,0,0,0
PF3D7_1401000,2.1465,0.429,1.603,0,0.238,0.1049,0
PF3D7_1401100,517.4942,45.9448,20.4197,1.1923,0.5204,1.2452,30.2719
PF3D7_1401200,9.1914,202.1671,120.2792,19.594,4.0115,2.5605,21.1189
PF3D7_1401300,8.5888,4.5723,5.7869,0.62,2.32,10.907,1.9678
PF3D7_1401400,3847.8633,1340.3607,446.7581,97.9703,47.5181,19.7463,557.0624
PF3D7_1401500,8.4664,9.6817,1.9069,0,1.8622,7.5164,2.4939
PF3D7_1401600,202.0204,32.6654,216.4072,186.1231,28.4683,63.0055,67.1817
PF3D7_1401700,1.5407,0.7802,0.8097,0,0.541,2.7423,0
PF3D7_1401800,14.0446,22.2949,154.8785,66.8686,13.8813,36.4886,43.3593
PF3D7_1401900,1.7927,0.4332,5.2676,3.2121,24.5523,326.1494,53.5187
PF3D7_1402000,7.3915,4.9258,8.4654,0.7853,38.4198,78.0933,0.9346
PF3D7_1402100,8.1058,8.74,4.7379,0.5566,1.7078,8.6288,5.2997
PF3D7_1402200,19.147,6.9921,133.2328,302.7231,535.6941,847.641,239.3579
PF3D7_1402300,22.6409,22.547,69.3365,27.7607,5.111,18.8932,18.1796
PF3D7_1402400,19.2051,14.2648,20.7822,3.7911,8.063,27.2449,51.292
PF3D7_1402500,200.4252,209.3282,104.7837,18.9409,105.0829,174.4861,189.6603
PF3D7_1402600,32.6999,10.5084,7.9316,0,0,19.8545,67.4281
PF3D7_1402700,21.3883,46.839,30.3662,5.3928,6.9502,14.3774,50.6312
PF3D7_1402800,21.7245,97.6803,91.6882,71.4042,12.4856,21.9475,98.0874
PF3D7_1402900,1.8582,2.1863,7.0083,1.1284,4.4525,13.3647,2.4417
PF3D7_1403000,1.1496,0.2328,1.2688,0,19.701,40.9952,41.0905
PF3D7_1403100,4.5007,5.8508,62.2791,30.3527,26.2182,23.243,285.406
PF3D7_1403200,2.0257,0.2715,1.5969,0,116.4984,408.6615,335.4087
PF3D7_1403300,1.3475,0.0909,0.4485,0,2.4606,13.4866,6.4217
PF3D7_1403400,2.117,0.4535,8.0022,1.6812,8.9211,57.0631,21.0997
PF3D7_1403500,2.3111,1.0728,12.6523,8.6763,19.4781,66.413,48.1866
PF3D7_1403600,1.1896,1.5813,30.9469,13.3976,58.5882,103.2887,231.1958
PF3D7_1403700,2.3197,0.5139,9.1434,3.5378,64.6585,57.9825,9.0684
PF3D7_1403800,4.0366,3.0147,3.3776,1.0158,2.4944,41.2332,33.2479
PF3D7_1403900,8.8444,45.8774,26.2376,4.9148,53.8205,135.0846,59.2721
PF3D7_1404000,7.1269,10.5084,10.906,2.9509,86.1214,838.3667,28.095
PF3D7_1404100,76.4913,242.4299,195.0861,50.6743,483.491,177.4388,152.7789
PF3D7_1404200,4.0388,1.1799,4.4084,0.8747,41.8935,278.4047,149.9071
PF3D7_1404300,5.3136,0.9113,38.2402,77.2179,40.2683,120.0169,9895.0224
PF3D7_1404400,2.6766,3.1948,28.1838,8.0744,51.3598,15.9785,71.7504
PF3D7_1404500,34.425,20.1749,15.9083,5.0134,4.6895,22.529,36.7931
PF3D7_1404600.1,4.0983,0.2136,4.2127,0.2262,6.3916,27.8721,18.8489
PF3D7_1404600.2,4.5702,0.2366,4.3806,0.1462,3.6656,21.0753,24.363
PF3D7_1404600.3,4.3711,0.1972,4.1281,0.1218,3.5106,20.8984,20.3025
PF3D7_1404700,11.1203,1.2715,4.336,2.3566,1.5116,20.5421,17.6294
PF3D7_1404800,294.3272,57.0397,13.4135,1.6413,0.7676,4.5338,17.5807
PF3D7_1404900,122.9538,101.5528,133.4695,27.9445,85.6146,437.625,247.2741
PF3D7_1405000,22.1337,3.6933,11.3793,3.8503,1.1205,7.9487,82.1422
PF3D7_1405100,8.9243,9.4948,11.5832,4.9915,4.495,17.4396,26.5811
PF3D7_1405200,1.262,1.5063,6.5377,4.0609,11.3959,36.8326,50.7457
PF3D7_1405300,2.6792,1.8805,7.5927,3.6285,1.3576,8.6291,286.3723
PF3D7_1405400,3.5117,5.3174,8.4317,1.2278,1.4266,3.7299,2.1534
PF3D7_1405500,25.8553,10.3243,8.7624,0.8504,5.2185,24.8512,3.2387
PF3D7_1405600,3.9766,8.7597,82.7611,32.1902,56.3468,29.2656,71.9554
PF3D7_1405700,11.0187,13.2885,21.868,13.8791,10.3351,66.2401,40.808
PF3D7_1405800,109.066,53.4073,16.5092,1.5197,6.2926,24.6268,55.946
PF3D7_1405900,28.9653,39.9312,12.7019,2.4713,7.4634,19.3,65.9651
PF3D7_1406000,36.7291,41.6033,57.6544,9.9784,98.0909,157.0734,8.6366
PF3D7_1406100,11.4453,7.8398,7.1898,3.0211,2.8528,20.4264,6.8484
PF3D7_1406200,53.8777,66.4271,31.0669,5.765,9.3428,25.3824,27.7743
PF3D7_1406300,10.9651,30.206,94.0467,53.1015,4.3125,4.9554,19.5957
PF3D7_1406400,2.6282,0.9981,14.0079,5.6304,1.6251,18.8355,0
PF3D7_1406500,1.9584,0.4497,0.7539,0.1923,0.6717,5.2021,2.7469
PF3D7_1406600,3.2151,6.8537,33.9914,14.5276,1.3657,11.3887,7.6455
PF3D7_1406700,3.7472,5.5571,33.479,14.0675,72.3737,91.4685,55.0086
PF3D7_1406800,8.058,2.6894,502.0224,679.6046,608.8894,326.1837,378.0115
PF3D7_1406900,1.9171,1.6746,7.6321,4.3182,8.3815,27.5944,37.2588
PF3D7_1407000,2.6513,1.1003,2.4133,0.7696,12.3245,40.8408,27.8434
PF3D7_1407100,233.428,521.7298,178.3398,111.1763,51.0208,26.8424,119.8839
PF3D7_1407200,15.7182,11.1189,18.2553,2.0269,6.3201,37.3262,287.8677
PF3D7_1407300,74.2752,87.7058,107.776,16.5883,11.5116,19.406,137.0111
PF3D7_1407400,11.4202,18.84,21.9442,11.053,105.6468,133.2259,126.7591
PF3D7_1407500,59.6503,32.3037,26.7771,3.8877,81.7505,91.8078,66.6254
PF3D7_1407600,7.031,1.1305,2.0228,0.2408,4.7217,10.1194,10.7766
PF3D7_1407700,8.0364,0.5195,1.9544,0.4814,1.8013,4.684,625.6568
PF3D7_1407800,238.7009,299.485,228.6467,27.2139,38.6118,13.0685,40.4194
PF3D7_1407900,297.5715,96.6778,85.2579,6.9206,3.3986,2.6391,4.1181
PF3D7_1408000,43.9932,228.3837,178.0552,15.3213,32.3775,9.2524,48.2814
PF3D7_1408100,256.8133,244.656,150.9879,20.1576,28.7902,11.152,34.0497
PF3D7_1408200,79.3382,64.3919,15.5916,2.8764,4.3049,16.2035,23.2778
PF3D7_1408300,2.0877,0.7929,1.0972,0,2.5659,1.6156,0
PF3D7_1408400,6.2638,16.6868,16.9401,6.8351,1.3576,12.5519,22.4954
PF3D7_1408500,16.1553,18.6091,5.0382,1.4995,15.897,68.4162,9.5179
PF3D7_1408600,977.9438,1816.452,1030.452,315.3839,622.9989,259.2357,293.8819
PF3D7_1408700,17.381,9.5116,18.9755,6.915,5.5523,39.6132,36.7492
PF3D7_1408800,2.452,0.6208,0.184,0,2.0911,18.8668,0
PF3D7_1408900,13.9796,15.1916,6.1134,1.7238,4.9449,8.3386,10.9414
PF3D7_1409000,23.0132,16.9676,9.9658,2.0734,20.1709,41.7152,23.8535
PF3D7_1409100,4.7044,5.7741,19.6964,6.3805,4.5632,17.5812,428.6985
PF3D7_1409200.1,1.9233,4.3829,29.36,15.754,47.7091,118.5323,37.4977
PF3D7_1409200.2,2.0468,4.6641,30.5106,16.7649,50.5746,124.9292,39.9039
PF3D7_1409300,3.634,2.2082,45.9081,37.3463,14.0693,52.0539,56.014
PF3D7_1409400,3.9691,1.5074,183.6682,214.5661,270.1177,777.7056,177.3299
PF3D7_1409500,1.708,0.3318,2.0666,1.4538,1.6738,9.4059,12.7774
PF3D7_1409600,11.4026,24.0931,44.0525,13.1221,4.6238,14.5804,3.0323
PF3D7_1409700,2.8689,2.3037,5.3632,0.6923,3.6268,11.5699,9.8878
PF3D7_1409800,5.8106,64.7158,61.6782,7.0386,62.4233,46.5547,52.5241
PF3D7_1409900,28.1285,66.5902,114.3202,36.2255,31.7729,65.0114,128.4633
PF3D7_1410000,13.3008,15.6056,15.5407,1.6718,60.6777,330.5113,119.38
PF3D7_1410100,4.0761,1.1327,3.2132,1.6794,21.9941,71.7332,26.6501
PF3D7_1410200,68.6604,85.5986,19.2235,2.7372,2.9871,4.2506,9.2298
PF3D7_1410300,13.1965,4.0791,12.5696,2.7572,5.258,19.8376,6.5627
PF3D7_1410400,8.9767,1.7215,563.4945,1888.8377,3.558,4.2505,144.7379
PF3D7_1410500,13.7626,6.3117,43.3971,14.6224,106.9613,43.6456,0
PF3D7_1410600,987.9539,418.6315,645.4359,201.4067,96.7551,30.6481,104.0843
PF3D7_1410700,4.0508,0.71,76.641,28.9524,10.3952,39.4498,32.0199
PF3D7_1410800,4.0226,2.1388,92.7556,313.1652,179.0464,152.0357,291.1492
PF3D7_1410900,22.0538,15.4693,29.6195,15.4851,2.4093,15.9285,38.6823
PF3D7_1411000.1,3.0816,0.5273,13.7752,7.1987,2.3367,16.447,11.5743
PF3D7_1411000.2,3.1165,0.5332,13.8906,7.2802,2.3632,16.6172,11.7053
PF3D7_1411100.1,19.1657,6.3602,42.0988,19.3845,39.1071,125.5339,14.9639
PF3D7_1411100.2,20.2207,6.5491,45.3125,20.8078,40.6577,128.5818,16.5089
PF3D7_1411200,142.1505,76.0363,51.1116,30.0937,11.1111,38.696,96.5572
PF3D7_1411300,9.7844,7.7107,20.6811,7.0593,1.4173,8.5749,0
PF3D7_1411400,2.9154,2.149,16.0746,2.2828,1.3266,5.687,9.0177
PF3D7_1411500,17.1777,9.9253,6.3078,0.5167,2.0107,16.5651,7.3793
PF3D7_1411600,3.4848,3.6096,10.739,2.3786,4.0606,7.5999,10.6155
PF3D7_1411700,8.5589,3.4053,9.0363,2.0081,1.5027,6.1502,4.097
PF3D7_1411800,8.8277,5.4201,5.5672,0.6213,3.8749,22.5434,7.8879
PF3D7_1411900,75.2146,27.2361,12.9624,4.1816,13.6345,35.8587,2.8437
PF3D7_1412000,4.8779,0.4116,12.3906,11.9029,1.0277,1.2079,2.9057
PF3D7_1412100,4.3995,5.6616,22.9875,15.7653,1.9151,6.9891,7.7973
PF3D7_1412200,9.1905,3.6467,4.2533,2.0598,2.5529,14.0543,14.7083
PF3D7_1412300,96.6556,89.1499,281.0516,66.091,286.8543,589.314,148.0564
PF3D7_1412400,11.4905,7.874,14.6482,3.9565,7.0603,39.399,15.2126
PF3D7_1412500,124.232,191.1817,74.36,7.796,55.4228,123.2494,92.7807
PF3D7_1412600,35.5661,38.2362,16.0056,1.5769,32.5264,9.4271,4.6919
PF3D7_1412700,13.5761,15.2299,8.9036,1.4454,1.8328,9.5347,3.0582
PF3D7_1412800,104.8114,17.8131,91.8347,33.6102,12.5757,31.526,27.2337
PF3D7_1412900.1,123.6419,24.8445,120.6932,41.1475,205.2783,145.082,178.7781
PF3D7_1412900.2,161.1208,39.6455,166.3706,55.3745,316.7629,188.254,253.4662
PF3D7_1413000,3.3174,0.1679,0.3486,0.2075,0.8542,6.7773,23.7141
PF3D7_1413100,1.7579,0.092,1.9115,1.024,4.2787,37.9415,3.25
PF3D7_1413200,1.7439,0.1892,7.3322,0,12.948,79.2768,264.9115
PF3D7_1413300,1.0085,1.5321,2.3852,0,165.2214,915.9822,0
PF3D7_1413400,3.4579,2.1751,29.0914,10.4968,4.7813,27.0439,117.3186
PF3D7_1413500,3.7995,1.2911,18.9174,10.6979,2.844,8.1709,13.4016
PF3D7_1413600,2.1913,0.3026,1.8845,0.5608,3.4278,8.7563,8.9003
PF3D7_1413700,4.9872,3.3963,23.6117,18.1575,14.8257,5.5894,499.4161
PF3D7_1413800,20.464,12.4027,4.4405,0.2007,2.1783,11.9184,31.5378
PF3D7_1413900,23.8653,37.2238,54.3579,16.1574,17.6566,74.7749,136.739
PF3D7_1414000,12.1923,9.6772,120.6284,41.2709,52.8204,109.2764,106.4957
PF3D7_1414100,63.0444,24.1212,21.6787,6.3206,1.9215,7.6437,6.8953
PF3D7_1414200,58.9315,48.3908,61.2475,37.9394,13.7463,78.4047,77.7296
PF3D7_1414300,240.0927,1146.4759,841.9852,311.2784,452.8786,163.7643,334.9441
PF3D7_1414400,21.3339,52.1674,548.7856,458.6938,148.5503,118.231,279.8267
PF3D7_1414500,33.3835,12.3194,30.0251,25.2471,9.9115,42.7121,231.414
PF3D7_1414600,46.083,7.9138,19.954,5.4532,15.1271,74.3616,159.3383
PF3D7_1414700,16.6066,12.7094,4.1987,0.7781,3.7583,41.2943,15.153
PF3D7_1414800,55.1224,74.1881,115.0171,19.885,45.0044,25.4339,18.4704
PF3D7_1414900,3.8791,5.5829,3.5638,1.1496,1.8743,11.3214,7.0367
PF3D7_1415000,2.2622,1.0637,28.4493,4.5497,8.7386,35.7135,63.5313
PF3D7_1415100,2.6494,0.4024,2.8776,4.1442,5.7063,35.7567,30.7762
PF3D7_1415200,83.9409,56.9478,18.6639,6.06,181.0167,51.6329,0
PF3D7_1415300,10.1917,17.5159,86.4297,55.9416,46.2006,115.4828,44.1541
PF3D7_1415400,7.8556,41.948,56.0321,11.6235,17.4461,32.8161,24.0303
PF3D7_1415500,1.6353,0.276,5.3714,2.1316,3.4136,9.3084,0.4058
PF3D7_1415600,3.3324,9.6462,14.4369,4.1419,4.0167,18.0379,14.0838
PF3D7_1415700,4.9188,3.69,18.3826,7.8649,43.502,38.4589,25.2316
PF3D7_1415800,22.4079,18.1276,8.4732,1.0258,1.9192,8.3741,9.767
PF3D7_1415900,24.3809,20.4969,19.4064,6.6646,203.4828,76.7141,53.9348
PF3D7_1416000,3.4638,0.8371,1.6135,0,5.6395,8.3339,0
PF3D7_1416100,16.4335,3.6066,24.6521,14.5179,1.993,13.8481,4.972
PF3D7_1416200,3.0356,0.533,18.0022,11.5107,1.8963,11.3893,20.8551
PF3D7_1416300,6.16,2.5924,27.4302,33.7505,38.323,32.3895,7.8101
PF3D7_1416400,7.8519,0.531,1.0599,0,8.3285,55.1355,70.6414
PF3D7_1416500,28.4426,4.2086,33.8365,21.2165,19.3012,7.8894,16.8331
PF3D7_1416600,2.8163,0.3492,0.8608,0.5825,2.0102,17.2609,6.9332
PF3D7_1416700,2.0929,0.9936,5.156,0,428.3062,2529.3451,469.8844
PF3D7_1416800,2.8352,5.286,11.988,1.1611,5.4306,20.967,23.4916
PF3D7_1416900,22.5704,86.6129,189.4172,31.7741,2205.3547,226.8407,88.2336
PF3D7_1417000,3.9066,0.276,1.2891,0,3.5412,29.6125,121.7696
PF3D7_1417100,2.2858,1.061,10.5116,6.7935,6.9567,23.2318,0
PF3D7_1417200,45.5768,43.6423,27.7311,7.8735,10.2822,45.6147,58.9889
PF3D7_1417300,2.3815,0.4463,8.0949,10.5372,2.6067,18.5544,13.6804
PF3D7_1417400,2.9939,0.3259,3.5902,5.1346,1.1814,15.1237,13.5939
PF3D7_1417500,96.6391,70.5186,55.5654,9.6501,14.5214,11.4857,16.9773
PF3D7_1417600,32.9827,46.6597,25.5772,9.5806,6.7527,19.5689,30.305
PF3D7_1417700,33.7461,55.1391,89.3849,60.3868,48.8231,37.3262,68.3484
PF3D7_1417800,5.5845,11.9371,177.7607,57.6533,11.0498,21.8739,60.4563
PF3D7_1417900,3.5995,10.5721,76.0481,7.4322,419.6576,217.272,0
PF3D7_1418000,35.9026,36.0498,131.8204,84.4691,117.6127,45.7852,31.3115
PF3D7_1418100,1.6924,0.3085,0.3811,0.0544,0.4177,0.6555,1.1665
PF3D7_1418200,1.8752,5.5392,5.4203,3.5198,2.8535,29.6034,5.5853
PF3D7_1418300,4.8257,7.7168,10.011,4.2906,37.1919,21.6987,1446.7927
PF3D7_1418400,4.3495,18.7214,8.0005,20.4104,3.0547,1.3463,0
PF3D7_1418500,0.8772,1.3326,0,4.9396,5.5447,0,0
PF3D7_1418600,2.6316,0,3.4575,0,10.1653,0,0
PF3D7_1418700,0,0.6663,0,2.4698,5.5447,0,0
PF3D7_1418800,25.0131,199.6208,65.9904,257.2894,633.4723,174.9817,250.3242
PF3D7_1418900,59.0382,29.3536,8.8827,1.4522,3.5946,16.6535,17.0172
PF3D7_1419000,6.2913,3.986,41.2041,13.3481,10.0829,27.7159,39.5641
PF3D7_1419100,46.9179,16.5379,11.9513,1.0342,2.357,13.0241,15.2177
PF3D7_1419200,4.0388,15.457,26.3281,5.5399,3.8184,13.0787,0.694
PF3D7_1419300,27.2459,18.7007,21.6078,2.3106,33.1986,32.3122,0
PF3D7_1419400,41.4012,21.7012,13.03,2.7584,5.3104,26.9268,10.5898
PF3D7_1419500,1.8054,0.1246,2.3289,1.8484,4.1498,15.6988,228.7891
PF3D7_1419600,6.5053,8.7335,18.4259,5.1114,3.0281,43.2,158.1629
PF3D7_1419700,199.9067,168.014,128.0618,24.9728,26.8816,49.9256,75.9007
PF3D7_1419800.1,18.1272,52.6496,145.3641,170.7147,7.024,12.5121,22.3414
PF3D7_1419800.2,17.2389,48.7052,135.0452,156.8957,6.4333,12.1097,20.4626
PF3D7_1419900,14.3313,5.8119,9.1913,1.1968,5.8215,24.643,3.2556
PF3D7_1420000,163.1468,143.1052,197.6112,32.1181,52.1509,13.0581,65.389
PF3D7_1420100,2.3757,0.5286,1.362,0.2702,1.264,11.0084,672.8707
PF3D7_1420200,3.5466,2.3121,19.571,21.7012,6.0898,16.4932,11.9776
PF3D7_1420300,8.3832,4.3614,1.5389,1.6166,8.8315,30.0727,13.8528
PF3D7_1420400,77.3332,59.5128,36.1216,4.6233,4.7777,11.4,31.9652
PF3D7_1420500,2.5128,0.247,0.5127,0.1664,2.3046,11.0361,3.1699
PF3D7_1420600,14.186,10.7754,26.639,7.9129,6.6264,11.0607,1.7937
PF3D7_1420700,499.6282,616.3718,358.6015,42.9251,43.4591,23.5513,106.738
