[Gene ID]	[Genomic Sequence ID]	[UniProt ID]	[Entrez Gene ID]	[Gene Name or Symbol]	[Previous ID(s)]	
PF3D7_0908100	Pf3D7_09_v3	C0H525	813358	null	PFI0390c	
PF3D7_0908200	Pf3D7_09_v3	Q8I369	813359	null	PFI0395w	
PF3D7_0908300.1	Pf3D7_09_v3	C0H526	813360	null	PFI0400c	
PF3D7_0908300.2	Pf3D7_09_v3	null	null	null	PFI0400c	
PF3D7_0908400	Pf3D7_09_v3	Q8I367	813361	null	PFI0405w	
PF3D7_0908500	Pf3D7_09_v3	C0H527	813362	null	PFI0410c	
PF3D7_0908600	Pf3D7_09_v3	Q8I365	813363	null	PFI0415c	
PF3D7_0908700	Pf3D7_09_v3	Q8I0W4	813364	null	PFI0420c	
PF3D7_0908800	Pf3D7_09_v3	Q8I364	813365	null	PFI0425w	
PF3D7_0908900	Pf3D7_09_v3	Q8I363	813366	null	PFI0430c	
PF3D7_0909000	Pf3D7_09_v3	Q8I362	813367	null	PFI0435c	
PF3D7_0909100	Pf3D7_09_v3	C0H528	813368	null	PFI0440w	
PF3D7_0909200	Pf3D7_09_v3	Q8I360	813369	POFUT2	PFI0445c	
PF3D7_0909300	Pf3D7_09_v3	Q8I359	813370	ARP	PFI0450c	
PF3D7_0909400	Pf3D7_09_v3	Q8I358	813371	null	PFI0455w	
PF3D7_0909500	Pf3D7_09_v3	Q8I357	813372	SPM1	PFI0460w	
PF3D7_0909600	Pf3D7_09_v3	Q8I356	813373	null	PFI0465c	
PF3D7_0909700	Pf3D7_09_v3	Q8I355	813374	null	PFI0470w	
PF3D7_0909800	Pf3D7_09_v3	C0H529	813375	SNRPD3	PFI0475w	
PF3D7_0909900	Pf3D7_09_v3	Q8I353	813376	null	PFI0480w	
PF3D7_0910000	Pf3D7_09_v3	Q8I352	813377	SET4	PFI0485c	
PF3D7_0910100	Pf3D7_09_v3	C0H530	813378	null	PFI0490c	
PF3D7_0910200	Pf3D7_09_v3	Q8I350	813379	null	PFI0495w	
PF3D7_0910300	Pf3D7_09_v3	Q8I349	813380	null	PFI0500w	
PF3D7_0910400	Pf3D7_09_v3	Q8I348	813381	null	PFI0505c	
PF3D7_0910500	Pf3D7_09_v3	Q8I347	813382	null	PFI0510c	
PF3D7_0910600	Pf3D7_09_v3	Q8I346	813383	YKT6.1	PFI0515w	
PF3D7_0910700	Pf3D7_09_v3	Q8I345	813384	ALP5a	PFI0520w	
PF3D7_0910800	Pf3D7_09_v3	Q8I344	813385	NBP35	PFI0525w	
PF3D7_0910900	Pf3D7_09_v3	C0H531	813386	null	PFI0530c	
PF3D7_0911000	Pf3D7_09_v3	C0H532	813387	null	PFI0535w	
PF3D7_0911100	Pf3D7_09_v3	Q8I341	813388	null	PFI0540w	
PF3D7_0911200	Pf3D7_09_v3	Q8I340	813389	null	PFI0545w	
PF3D7_0911300	Pf3D7_09_v3	Q8I339	813390	CRMP1	PFI0550w	
PF3D7_0911400	Pf3D7_09_v3	Q8I338	813391	null	PFI0555c	
PF3D7_0911500.1	Pf3D7_09_v3	C0H533	813392	null	PFI0560c	
PF3D7_0911500.2	Pf3D7_09_v3	null	null	null	PFI0560c	
PF3D7_0911600	Pf3D7_09_v3	C0H534	813393	null	PFI0565w	
PF3D7_0911700	Pf3D7_09_v3	Q8I335	813394	null	PFI0570w	
PF3D7_0911800	Pf3D7_09_v3	Q8I334	813395	null	PFI0575c	
PF3D7_0911900	Pf3D7_09_v3	Q8I333	813396	ICP	PFI0580c	
PF3D7_0912000	Pf3D7_09_v3	Q8I332	813397	null	PFI0585c	
PF3D7_0912100	Pf3D7_09_v3	Q8I331	813398	null	PFI0590c	
PF3D7_0912200	Pf3D7_09_v3	Q8I330	813399	null	PFI0595c	
PF3D7_0912400	Pf3D7_09_v3	Q8I328	813401	null	PFI0605c	
PF3D7_0912500	Pf3D7_09_v3	C0H535	813402	null	PFI0610w	
PF3D7_0912600	Pf3D7_09_v3	Q8I326	813403	null	PFI0615w	
PF3D7_0912700	Pf3D7_09_v3	Q8I325	813404	null	PFI0620w	
PF3D7_0912800	Pf3D7_09_v3	Q8I324	813405	GCD10	PFI0625c	
PF3D7_0912900	Pf3D7_09_v3	Q8I323	813406	RPN8	PFI0630w	
PF3D7_0913000	Pf3D7_09_v3	Q8I322	813407	null	PFI0635c	
PF3D7_0913100	Pf3D7_09_v3	Q8I321	813408	null	PFI0640c	
PF3D7_0913200	Pf3D7_09_v3	Q8I320	813409	EF-1beta	PFI0645w	
PF3D7_0913300	Pf3D7_09_v3	Q8I319	813410	null	PFI0650c	
PF3D7_0913400	Pf3D7_09_v3	Q8I318	813411	null	PFI0655c	
PF3D7_0913500	Pf3D7_09_v3	Q8I317	813412	null	PFI0660c	
PF3D7_0913600	Pf3D7_09_v3	Q8I316	813413	null	PFI0665w	
PF3D7_0913700	Pf3D7_09_v3	Q8I315	813414	null	PFI0670w	
PF3D7_0913800	Pf3D7_09_v3	Q8I314	813415	null	PFI0675w	
PF3D7_0913900	Pf3D7_09_v3	Q8I313	813416	null	PFI0680c	
PF3D7_0914000	Pf3D7_09_v3	Q8I312	813417	null	PFI0685w	
PF3D7_0914100	Pf3D7_09_v3	C0H536	813418	null	PFI0690c	
PF3D7_0914200	Pf3D7_09_v3	Q8I310	813419	null	PFI0695c	
PF3D7_0914300	Pf3D7_09_v3	C0H537	813420	null	PFI0700c	
PF3D7_0914400	Pf3D7_09_v3	Q8I308	813421	null	PFI0705w	
PF3D7_0914500	Pf3D7_09_v3	Q8I307	813422	null	PFI0710c	
PF3D7_0914600	Pf3D7_09_v3	Q8I306	813423	null	PFI0715w	
PF3D7_0914700	Pf3D7_09_v3	Q8I305	813424	null	PFI0720w	
PF3D7_0914800	Pf3D7_09_v3	Q8I304	813425	null	PFI0725c	
PF3D7_0914900	Pf3D7_09_v3	Q8I303	813426	null	PFI0730w	
PF3D7_0915000	Pf3D7_09_v3	Q8I302	813427	NDH2	PFI0735c	
PF3D7_0915100	Pf3D7_09_v3	Q8I301	813428	UBC9	PFI0740c	
PF3D7_0915200	Pf3D7_09_v3	Q8I300	813429	null	PFI0745w	
PF3D7_0915300	Pf3D7_09_v3	Q8I2Z9	813430	null	PFI0750c	
PF3D7_0915400	Pf3D7_09_v3	Q8I2Z8	813431	PFK9	PFI0755c	
PF3D7_0915500	Pf3D7_09_v3	Q8I2Z7	813432	null	PFI0760w	
PF3D7_0915600	Pf3D7_09_v3	Q8I2Z6	813433	null	PFI0765w	
PF3D7_0915700	Pf3D7_09_v3	Q8I2Z5	813434	null	PFI0770c	
PF3D7_0915800	Pf3D7_09_v3	Q8I2Z4	813435	null	PFI0775w	
PF3D7_0915900	Pf3D7_09_v3	Q8I2Z3	813436	null	PFI0780w	
PF3D7_0916000	Pf3D7_09_v3	Q8I2Z2	813437	null	PFI0785c	
PF3D7_0916100	Pf3D7_09_v3	C0H538	813438	TRX3	PFI0790w	
PF3D7_0916200	Pf3D7_09_v3	Q8I2Z0	813439	null	PFI0795w	
PF3D7_0916300	Pf3D7_09_v3	Q8I2Y9	813440	null	PFI0800c	
PF3D7_0916400	Pf3D7_09_v3	C0H539	813441	null	PFI0805w	
PF3D7_0916500	Pf3D7_09_v3	C0H540	813442	UFD1	PFI0810c	
PF3D7_0916600	Pf3D7_09_v3	Q8I2Y6	813443	null	PFI0815c	
PF3D7_0916700	Pf3D7_09_v3	Q8I2Y5	813444	HoMu	PFI0820c	
PF3D7_0916800	Pf3D7_09_v3	C0H541	9221967	null	PFI0823w	
PF3D7_0916900	Pf3D7_09_v3	Q8I2Y4	813445	null	PFI0825w	
PF3D7_0917000	Pf3D7_09_v3	Q8I2Y3	813446	null	PFI0830c	
PF3D7_0917100	Pf3D7_09_v3	Q8I2Y2	813447	OGG1	PFI0835c	
PF3D7_0917200	Pf3D7_09_v3	Q8I2Y1	813448	null	PFI0840w	
PF3D7_0917300	Pf3D7_09_v3	Q8I2Y0	813449	null	PFI0845w	
PF3D7_0917400	Pf3D7_09_v3	Q8I2X9	813450	null	PFI0850w	
PF3D7_0917500	Pf3D7_09_v3	Q8I2X8	813451	null	PFI0855w	
PF3D7_0917600	Pf3D7_09_v3	Q8I2X7	813452	PRP43	PFI0860c	
PF3D7_0917700	Pf3D7_09_v3	Q8I2X6	813453	null	PFI0865w	
PF3D7_0917800	Pf3D7_09_v3	Q8I2X5	813454	null	PFI0870w	
PF3D7_0917900	Pf3D7_09_v3	Q8I2X4	813455	HSP70-2	PFI0875w	
PF3D7_0918000	Pf3D7_09_v3	Q8I2X3	813456	GAP50	PFI0880c	
PF3D7_0918100	Pf3D7_09_v3	C0H542	813457	null	PFI0885w	
PF3D7_0918200	Pf3D7_09_v3	C0H543	813458	null	PFI0890c	
PF3D7_0918300	Pf3D7_09_v3	Q8I2X0	813459	null	PFI0895c	
PF3D7_0918400	Pf3D7_09_v3	C0H544	813460	null	PFI0900w	
PF3D7_0918500	Pf3D7_09_v3	null	null	null	PFI0904w, PFI0904w.1	
PF3D7_0918600	Pf3D7_09_v3	Q8I2W7	813462	RECQ1	PFI0910w	
PF3D7_0918700	Pf3D7_09_v3	Q8I2W6	813463	null	PFI0915w	
PF3D7_0918800	Pf3D7_09_v3	Q8I2W5	813464	null	PFI0920c	
PF3D7_0918900	Pf3D7_09_v3	Q8I2W4	813465	gammaGCS	PFI0925w	
PF3D7_0919000	Pf3D7_09_v3	Q8I2W3	813466	NAPS	PFI0930c	
PF3D7_0919100	Pf3D7_09_v3	Q8I2W2	813467	null	PFI0935w	
PF3D7_0919200	Pf3D7_09_v3	Q8I2W1	813468	null	PFI0940c	
PF3D7_0919300	Pf3D7_09_v3	Q8I2W0	813469	TrxL1	PFI0945w	
PF3D7_0919400	Pf3D7_09_v3	Q8I2V9	813470	PDI9	PFI0950w	
PF3D7_0919500	Pf3D7_09_v3	Q8I2V8	813471	null	PFI0955w	
PF3D7_0919600	Pf3D7_09_v3	Q8I2V7	813472	null	PFI0960w	
PF3D7_0919700	Pf3D7_09_v3	Q8I2V6	813473	null	PFI0965w	
PF3D7_0919800	Pf3D7_09_v3	Q8I2V5	813474	null	PFI0970c	
PF3D7_0919900	Pf3D7_09_v3	Q8I2V4	813475	null	PFI0975c	
PF3D7_0920000	Pf3D7_09_v3	C0H545	813476	null	PFI0980w	
PF3D7_0920100	Pf3D7_09_v3	C0H546	813477	null	PFI0985c	
PF3D7_0920200	Pf3D7_09_v3	Q8I2V1	813478	null	PFI0990c	
PF3D7_0920300	Pf3D7_09_v3	Q8I2V0	813479	null	PFI0995w	
PF3D7_0920400	Pf3D7_09_v3	Q8I2U9	813480	null	PFI1000w	
PF3D7_0920500	Pf3D7_09_v3	Q8I2U8	813481	null	PFI1005w	
PF3D7_0920600	Pf3D7_09_v3	Q8I2U7	813482	null	PFI1010w	
PF3D7_0920700	Pf3D7_09_v3	Q8I2U6	813483	null	PFI1015w	
PF3D7_0920800	Pf3D7_09_v3	Q8I2U5	813484	null	PFI1020c	
PF3D7_0920900	Pf3D7_09_v3	Q8I2U4	813485	PRP24	PFI1025w	
PF3D7_0921000.1	Pf3D7_09_v3	Q8I2U3	813486	null	PFI1030c	
PF3D7_0921000.2	Pf3D7_09_v3	null	null	null	PFI1030c	
PF3D7_0921100	Pf3D7_09_v3	C0H547	813487	null	PFI1035w	
PF3D7_0921200	Pf3D7_09_v3	C0H548	813488	null	PFI1040c	
PF3D7_0921300	Pf3D7_09_v3	Q8I2U0	813489	null	PFI1045w	
PF3D7_0921400	Pf3D7_09_v3	Q8I2T9	813490	NifU	PFI1050c	
PF3D7_0921500	Pf3D7_09_v3	Q8I2T8	813491	null	PFI1055w	
PF3D7_0921600	Pf3D7_09_v3	Q8I2T7	813492	null	PFI1060w	
PF3D7_0921700	Pf3D7_09_v3	Q8I2T6	813493	null	PFI1065c	
PF3D7_0921800	Pf3D7_09_v3	C0H549	813494	null	PFI1070c	
PF3D7_0921900	Pf3D7_09_v3	Q8I2T4	813495	null	PFI1075w	
PF3D7_0922000	Pf3D7_09_v3	Q8I2T3	813496	null	PFI1080w	
PF3D7_0922100	Pf3D7_09_v3	Q8I2T2	813497	null	PFI1085w	
PF3D7_0922200	Pf3D7_09_v3	Q7K6A4	813498	SAMS	PFI1090w	
PF3D7_0922300	Pf3D7_09_v3	C0H550	813499	null	PFI1095w	
PF3D7_0922400	Pf3D7_09_v3	Q8I2T0	813500	pBAS	PFI1100w	
PF3D7_0922500	Pf3D7_09_v3	P27362	813501	PGK	PFI1105w	
PF3D7_0922600	Pf3D7_09_v3	C0H551	813502	null	PFI1110w	
PF3D7_0922700	Pf3D7_09_v3	Q8I2S9	813503	null	PFI1115c	
PF3D7_0922800	Pf3D7_09_v3	C0H552	813504	null	PFI1120c	
PF3D7_0922900	Pf3D7_09_v3	Q8I2S7	813505	FabG	PFI1125c	
PF3D7_0923000	Pf3D7_09_v3	Q8I2S6	813506	null	PFI1130c	
PF3D7_0923100	Pf3D7_09_v3	Q8I2S5	813507	null	PFI1135c	
PF3D7_0923200	Pf3D7_09_v3	C0H553	813508	CPR	PFI1140w	
PF3D7_0923300	Pf3D7_09_v3	Q8I2S3	813509	PLP3	PFI1145w	
PF3D7_0923400	Pf3D7_09_v3	Q8I2S2	813510	null	PFI1150w	
PF3D7_0923500	Pf3D7_09_v3	Q8I2S1	813511	null	PFI1155w	
PF3D7_0923600	Pf3D7_09_v3	Q8I2S0	813512	LipL2	PFI1160w	
PF3D7_0923700	Pf3D7_09_v3	C0H554	813513	null	PFI1165c	
PF3D7_0923800.1	Pf3D7_09_v3	P61076	813514	TRXR	PFI1170c	
PF3D7_0923800.2	Pf3D7_09_v3	null	null	TRXR	PFI1170c	
PF3D7_0923900	Pf3D7_09_v3	Q8I2R8	813515	null	PFI1175c	
PF3D7_0924000	Pf3D7_09_v3	Q8I2R7	813516	null	PFI1180w	
PF3D7_0924100	Pf3D7_09_v3	Q8I2R6	813517	null	PFI1185c	
PF3D7_0924200	Pf3D7_09_v3	Q8I2R5	813518	null	PFI1190w	
PF3D7_0924300	Pf3D7_09_v3	C0H556	813519	TPK	PFI1195c	
PF3D7_0924400	Pf3D7_09_v3	Q8I2R3	813520	null	PFI1200w	
PF3D7_0924500	Pf3D7_09_v3	C0H557	813521	null	PFI1205c	
PF3D7_0924600	Pf3D7_09_v3	Q8I2R1	813522	null	PFI1210w	
PF3D7_0924700	Pf3D7_09_v3	Q8I2R0	813523	SF3A3	PFI1215w	
PF3D7_0924800	Pf3D7_09_v3	C0H558	9221968	TRF1	PFI1216w	
PF3D7_0924900	Pf3D7_09_v3	C0H559	813524	null	PFI1220w	
PF3D7_0925000	Pf3D7_09_v3	C0H560	813525	null	PFI1225w	
PF3D7_0925100	Pf3D7_09_v3	Q8I2Q7	813526	null	PFI1230c	
PF3D7_0925200	Pf3D7_09_v3	Q8I2Q6	813527	null	PFI1235w	
PF3D7_0925300	Pf3D7_09_v3	Q8I2Q5	813528	null	PFI1240c	
PF3D7_0925400	Pf3D7_09_v3	Q8I2Q4	813529	null	PFI1245c	
PF3D7_0925500	Pf3D7_09_v3	C0H561	813530	TLP2	PFI1250w	
PF3D7_0925600	Pf3D7_09_v3	Q8I2Q2	813531	null	PFI1255w	
PF3D7_0925700	Pf3D7_09_v3	Q7K6A1	813532	HDAC1	PFI1260c	
PF3D7_0925800	Pf3D7_09_v3	Q8I2Q1	813533	null	PFI1265w	
PF3D7_0925900	Pf3D7_09_v3	Q8I2Q0	813534	null	PFI1270w	
PF3D7_0926000	Pf3D7_09_v3	Q8I2P9	813535	null	PFI1275w	
PF3D7_0926100	Pf3D7_09_v3	Q8I2P8	813536	null	PFI1280c	
PF3D7_0926200	Pf3D7_09_v3	C0H562	9221969	null	PFI1281w	
PF3D7_0926300	Pf3D7_09_v3	C0H563	813537	null	PFI1285w, PFI1290w	
PF3D7_0926400	Pf3D7_09_v3	C0H564	813539	null	PFI1295c	
PF3D7_0926500	Pf3D7_09_v3	Q8I2P4	813540	null	PFI1300c	
PF3D7_0926600	Pf3D7_09_v3	C0H565	813541	null	PFI1305w	
PF3D7_0926700	Pf3D7_09_v3	Q8I2P2	813542	NADSYN	PFI1310w	
PF3D7_0926800	Pf3D7_09_v3	Q8I2P1	813543	null	PFI1315c	
PF3D7_0926900	Pf3D7_09_v3	Q8I2P0	813544	null	PFI1320c	
PF3D7_0927000	Pf3D7_09_v3	Q8I2N9	813545	null	PFI1325w	
PF3D7_0927100	Pf3D7_09_v3	Q8I2N8	813546	null	PFI1330c	
PF3D7_0927200	Pf3D7_09_v3	C0H566	813547	null	PFI1335w	
PF3D7_0927300	Pf3D7_09_v3	Q8I2N6	813548	null	PFI1340w	
PF3D7_0927400	Pf3D7_09_v3	C0H567	813549	null	PFI1345c	
PF3D7_0927500	Pf3D7_09_v3	C0H568	813550	null	PFI1350c	
PF3D7_0927600	Pf3D7_09_v3	Q8I2N3	813551	null	PFI1355w	
PF3D7_0927700	Pf3D7_09_v3	Q8I2N2	813552	PPP4	PFI1360c	
PF3D7_0927800	Pf3D7_09_v3	Q8I2N1	813553	COX5B	PFI1365w	
PF3D7_0927900	Pf3D7_09_v3	Q8I2N0	813554	PSD	PFI1370c	
PF3D7_0928000.1	Pf3D7_09_v3	Q8I2M9	813555	COX6B	PFI1375w	
PF3D7_0928000.2	Pf3D7_09_v3	null	null	COX6B	PFI1375w	
PF3D7_0928100	Pf3D7_09_v3	Q8I2M8	813556	null	PFI1380c	
PF3D7_0928200	Pf3D7_09_v3	Q8I2M7	813557	null	PFI1385c	
PF3D7_0928300	Pf3D7_09_v3	C0H569	813558	null	PFI1390w	
PF3D7_0928400	Pf3D7_09_v3	Q8I2M5	813559	null	PFI1395w	
PF3D7_0928500	Pf3D7_09_v3	Q8I2M4	813560	null	PFI1400c	
PF3D7_0928600	Pf3D7_09_v3	Q8I2M3	813561	null	PFI1405c	
PF3D7_0928700	Pf3D7_09_v3	Q8I2M2	813562	null	PFI1410c	
PF3D7_0928800	Pf3D7_09_v3	Q8I0W2	813563	null	PFI1415w	
PF3D7_0928900	Pf3D7_09_v3	Q8I2M1	813564	GK	PFI1420w	
PF3D7_0929000	Pf3D7_09_v3	Q8I2M0	813565	TAF7	PFI1425w	
PF3D7_0929100	Pf3D7_09_v3	Q8I2L9	813566	null	PFI1430w	
PF3D7_0929200	Pf3D7_09_v3	C0H570	813567	null	PFI1435w	
PF3D7_0929300	Pf3D7_09_v3	Q8I2L7	813568	null	PFI1440w	
PF3D7_0929400	Pf3D7_09_v3	C0H571	813569	RhopH2	PFI1445w	
PF3D7_0929500	Pf3D7_09_v3	C0H572	813570	null	PFI1450c	
PF3D7_0929600	Pf3D7_09_v3	Q8I2L4	813571	null	PFI1455c	
PF3D7_0929700	Pf3D7_09_v3	C0H573	813572	null	PFI1457c, PFI1460c	
PF3D7_0929800	Pf3D7_09_v3	null	null	null	PFI1460c	
PF3D7_0929900	Pf3D7_09_v3	C0H574	9221970	null	PFI1463w	
PF3D7_0930000	Pf3D7_09_v3	Q8I2L2	813573	null	PFI1465w	
PF3D7_0930100	Pf3D7_09_v3	C0H575,C0H576	813574,9221971	null	PFI1468c, PFI1470c	
PF3D7_0930200	Pf3D7_09_v3	null	null	LRR8	PFI1470c	
PF3D7_0930300	Pf3D7_09_v3	Q8I0U8	813575	MSP1	PFI1475w	
PF3D7_0930400.1	Pf3D7_09_v3	null	null	null	PFI1480w	
PF3D7_0930400.2	Pf3D7_09_v3	Q8I2L0	813576	null	PFI1480w	
PF3D7_0930500	Pf3D7_09_v3	Q8I2K9	813577	DGK1	PFI1485c	
PF3D7_0930600	Pf3D7_09_v3	Q8I2K8	813578	CYP72	PFI1490c	
PF3D7_0930700	Pf3D7_09_v3	Q8I2K7	813579	null	PFI1495w	
PF3D7_0930800	Pf3D7_09_v3	C0H577	813580	null	PFI1500w	
PF3D7_0930900	Pf3D7_09_v3	C0H578	9221972	IscU2	PFI1835c	
PF3D7_0931000	Pf3D7_09_v3	Q8I2K5	813581	null	PFI1505c	
PF3D7_0931100	Pf3D7_09_v3	Q8I2K4	813582	null	PFI1510w	
PF3D7_0931200	Pf3D7_09_v3	C0Z3M5	813583	Sel2	PFI1515w	
PF3D7_0931300	Pf3D7_09_v3	Q8I2K2	813584	null	PFI1520w	
PF3D7_0931400	Pf3D7_09_v3	C0H579	813585	null	PFI1525w	
PF3D7_0931500	Pf3D7_09_v3	C0H580	813586	null	PFI1530c	
PF3D7_0931600	Pf3D7_09_v3	Q8I2J9	813587	null	PFI1535w	
PF3D7_0931700	Pf3D7_09_v3	C0H581	813588	null	PFI1540w	
PF3D7_0931800	Pf3D7_09_v3	Q8I0U7	813589	null	PFI1545c	
PF3D7_0931900	Pf3D7_09_v3	C0H582	813590	AKLP2	PFI1550c	
PF3D7_0932000	Pf3D7_09_v3	C0H583	813591	null	PFI1555w	
PF3D7_0932100	Pf3D7_09_v3	C0H584	813592	null	PFI1560c	
PF3D7_0932200	Pf3D7_09_v3	Q8I2J4	813593	PFN	PFI1565w	
PF3D7_0932300	Pf3D7_09_v3	Q8I2J3	813594	M18AAP	PFI1570c	
PF3D7_0932400	Pf3D7_09_v3	Q8I2J2	813595	null	PFI1575c	
PF3D7_0932500	Pf3D7_09_v3	Q8I2J1	813596	DHHC6	PFI1580c	
PF3D7_0932600	Pf3D7_09_v3	Q8I2J0	813597	RPS6	PFI1585c	
PF3D7_0932700	Pf3D7_09_v3	Q8I2I9	4794208	null	PFI1587c, PFI1615c	
PF3D7_0932800	Pf3D7_09_v3	Q8I2I8	813598	null	PFI1590c	
PF3D7_0932900	Pf3D7_09_v3	Q8I2I7	813599	null	PFI1595c	
PF3D7_0933000	Pf3D7_09_v3	Q8I0W1	813600	null	PFI1600w	
PF3D7_0933100	Pf3D7_09_v3	C0H585	813601	null	PFI1605w	
PF3D7_0933200	Pf3D7_09_v3	C0H586	813602	null	PFI1610c	
PF3D7_0933300	Pf3D7_09_v3	C0H587	813603	null	PFI1615w	
PF3D7_0933400	Pf3D7_09_v3	null	null	null	PFI1615w, PFI1617w	
PF3D7_0933500	Pf3D7_09_v3	Q8I2I3	813604	null	PFI1620c	
PF3D7_0933600	Pf3D7_09_v3	Q8I2I2	813605	MAS1	PFI1625c	
PF3D7_0933700	Pf3D7_09_v3	C0H589	813606	null	PFI1630c	
PF3D7_0933800	Pf3D7_09_v3	Q8I2I0	813607	null	PFI1635w	
PF3D7_0933900	Pf3D7_09_v3	Q8I2H9	813608	null	PFI1640c	
PF3D7_0934000	Pf3D7_09_v3	Q8I2H8	813609	null	PFI1645c	
PF3D7_0934100	Pf3D7_09_v3	Q8I2H7	813610	RAD3	PFI1650w	
PF3D7_0934200	Pf3D7_09_v3	Q8I2H6	813611	null	PFI1655c	
PF3D7_0934300	Pf3D7_09_v3	Q8I2H5	813612	null	PFI1660w	
PF3D7_0934400	Pf3D7_09_v3	Q8I2H4	813613	ApiAP2	PFI1665w	
PF3D7_0934500	Pf3D7_09_v3	Q8I2H3	813614	null	PFI1670c	
PF3D7_0934600	Pf3D7_09_v3	Q8I2H2	813615	null	PFI1675w	
PF3D7_0934700	Pf3D7_09_v3	Q8I2H1	813616	null	PFI1680w	
PF3D7_0934800	Pf3D7_09_v3	Q7K6A0	813617	PKAc	PFI1685w	
PF3D7_0934900	Pf3D7_09_v3	Q8I2H0	813618	null	PFI1690c	
PF3D7_0935000	Pf3D7_09_v3	Q8I2G9	813619	null	PFI1695c	
PF3D7_0935100	Pf3D7_09_v3	C0H590	9221974	null	PFI1696c	
PF3D7_0935200	Pf3D7_09_v3	Q8I2G8	813620	VPS33	PFI1700c	
PF3D7_0935300	Pf3D7_09_v3	Q8I2G7	813621	null	PFI1705w	
PF3D7_0935400	Pf3D7_09_v3	Q8I2G6	813622	GDV1	PFI1710w	
PF3D7_0935500	Pf3D7_09_v3	C0H591	813623	GEXP22	PFI1715w	
PF3D7_0935600	Pf3D7_09_v3	Q8I2G4	813624	GIG	PFI1720w	
PF3D7_0935700	Pf3D7_09_v3	Q8I2G3	813625	null	PFI1725w	
PF3D7_0935800	Pf3D7_09_v3	Q8I2G2	813626	CLAG9	PFI1730w	
PF3D7_0935900	Pf3D7_09_v3	Q8I2G1	813627	REX1	PFI1735c	
PF3D7_0936000	Pf3D7_09_v3	null	null	REX2	PFI1740c	
PF3D7_0936100	Pf3D7_09_v3	Q8I2F9	813629	null	PFI1745c	
PF3D7_0936200	Pf3D7_09_v3	Q8I2F8	813630	null	PFI1750c	
PF3D7_0936300	Pf3D7_09_v3	Q8I2F7	813631	REX3	PFI1755c	
PF3D7_0936400	Pf3D7_09_v3	Q8I2F6	813632	REX4	PFI1760w	
PF3D7_0936500	Pf3D7_09_v3	Q8I2F5	813633	null	PFI1765c	
PF3D7_0936600	Pf3D7_09_v3	Q8I2F4	813634	GEXP05	PFI1770w	
PF3D7_0936700	Pf3D7_09_v3	Q8I2F3	813635	null	PFI1775w	
PF3D7_0936800	Pf3D7_09_v3	Q8I2F2	813636	null	PFI1780w	
PF3D7_0936900	Pf3D7_09_v3	Q8I2F1	813637	null	PFI1785w	
PF3D7_0937000	Pf3D7_09_v3	C0H593	813638	null	PFI1790w	
PF3D7_0937100	Pf3D7_09_v3	Q8I2E9	813639	null	PFI1795c	
PF3D7_0937200	Pf3D7_09_v3	Q8I2E8	813640	null	PFI1800w	
PF3D7_0937300	Pf3D7_09_v3	Q8I2E7	813641	RIF	PFI1805w	
PF3D7_0937400	Pf3D7_09_v3	Q8I2E6	4794209	RIF	PFI1810w	
PF3D7_0937500	Pf3D7_09_v3	Q8I2E5	813642	RIF	PFI1815c	
PF3D7_0937600	Pf3D7_09_v3	Q8I2E4	813643	VAR	PFI1820w	
PF3D7_0937700	Pf3D7_09_v3	null	813644	RIF	PFI1825w	
PF3D7_0937800	Pf3D7_09_v3	Q8I2E3	813645	VAR	PFI1830c	
PF3D7_1000100	Pf3D7_10_v3	Q8IK37	810160	VAR	PF10_0001	
PF3D7_1000200	Pf3D7_10_v3	Q8IK36	810161	RIF	PF10_0002	
PF3D7_1000300	Pf3D7_10_v3	Q8IK35	810162	RIF	PF10_0003	
PF3D7_1000400	Pf3D7_10_v3	Q8IK34	810163	RIF	PF10_0004	
PF3D7_1000500	Pf3D7_10_v3	Q8IK33	810164	RIF	PF10_0005	
PF3D7_1000600	Pf3D7_10_v3	Q8IK32	810165	RIF	PF10_0006	
PF3D7_1000700	Pf3D7_10_v3	null	810166	null	PF10_0007, PF10_0008	
PF3D7_1000800	Pf3D7_10_v3	null	810168	null	PF10_0009	
PF3D7_1000900	Pf3D7_10_v3	null	810170	null	PF10_0011, PF10_0012	
PF3D7_1001000	Pf3D7_10_v3	Q8IK27	810171	PfJ13	PF10_0013	
PF3D7_1001100.1	Pf3D7_10_v3	Q8IK25	810173	ACBP1	PF10_0014, PF10_0015	
PF3D7_1001100.2	Pf3D7_10_v3	null	null	ACBP1	PF10_0014, PF10_0015	
PF3D7_1001200	Pf3D7_10_v3	Q8IK24	810174	ACBP2	PF10_0016	
PF3D7_1001300	Pf3D7_10_v3	Q8IK23	810175	null	PF10_0017	
PF3D7_1001400	Pf3D7_10_v3	Q8IK22	810176	null	PF10_0018	
PF3D7_1001500	Pf3D7_10_v3	Q8IK21	810177	ETRAMP10	PF10_0019	
PF3D7_1001600	Pf3D7_10_v3	Q8IK20	810178	null	PF10_0020	
PF3D7_1001700	Pf3D7_10_v3	Q8IK19	810179	null	PF10_0021	
PF3D7_1001800	Pf3D7_10_v3	Q8IK18	810180	null	PF10_0022	
PF3D7_1001900	Pf3D7_10_v3	Q8IK17	810181	PfJ23	PF10_0023	
PF3D7_1002000	Pf3D7_10_v3	Q8IK16	810182	null	PF10_0024	
