[Gene ID]	[Genomic Sequence ID]	[UniProt ID]	[Entrez Gene ID]	[Gene Name or Symbol]	[Previous ID(s)]	
PF3D7_1002100	Pf3D7_10_v3	Q8IK15	810183	PTP5	PF10_0025	
PF3D7_1002200	Pf3D7_10_v3	Q8IK14	810184	PArt	PF10_0026	
PF3D7_1002300	Pf3D7_10_v3	Q8IK13	810185	null	PF10_0027	
PF3D7_1002400.1	Pf3D7_10_v3	Q8IK12	810186	null	PF10_0028	
PF3D7_1002400.2	Pf3D7_10_v3	null	null	null	PF10_0028	
PF3D7_1002500	Pf3D7_10_v3	Q8IK11	810187	null	PF10_0029	
PF3D7_1002600	Pf3D7_10_v3	Q8IK10	810188	null	PF10_0030	
PF3D7_1002700	Pf3D7_10_v3	Q8IK09	810189	null	PF10_0031	
PF3D7_1002800	Pf3D7_10_v3	Q8IK08	810190	null	PF10_0032	
PF3D7_1002900	Pf3D7_10_v3	Q8IK07	810191	null	PF10_0033	
PF3D7_1003000	Pf3D7_10_v3	Q8IK06	810192	null	PF10_0034	
PF3D7_1003100	Pf3D7_10_v3	C6S3C0	8444967	null	PF10_0034, PF10_0034a	
PF3D7_1003200	Pf3D7_10_v3	Q8IK05	810193	null	PF10_0035	
PF3D7_1003300	Pf3D7_10_v3	Q8IK04	810194	null	PF10_0036	
PF3D7_1003400	Pf3D7_10_v3	Q8IK03	810195	null	PF10_0037	
PF3D7_1003500	Pf3D7_10_v3	Q8IK02	810196	null	PF10_0038	
PF3D7_1003600	Pf3D7_10_v3	Q8IK01	810197	IMC1c	PF10_0039	
PF3D7_1003700	Pf3D7_10_v3	Q8IK00	810198	null	PF10_0040	
PF3D7_1003800	Pf3D7_10_v3	Q8IJZ9	810199	null	PF10_0041	
PF3D7_1003900	Pf3D7_10_v3	Q8IJZ8	810200	null	PF10_0042	
PF3D7_1004000	Pf3D7_10_v3	Q8IJZ7	810201	null	PF10_0043	
PF3D7_1004100	Pf3D7_10_v3	Q8IJZ6	810202	null	PF10_0044	
PF3D7_1004200	Pf3D7_10_v3	Q8IJZ5	810203	null	PF10_0045	
PF3D7_1004300	Pf3D7_10_v3	Q8IJZ4	810204	null	PF10_0046	
PF3D7_1004400	Pf3D7_10_v3	Q8IJZ3	810205	null	PF10_0047	
PF3D7_1004500	Pf3D7_10_v3	Q8IJZ2	810206	null	PF10_0048	
PF3D7_1004600	Pf3D7_10_v3	Q8IJZ1	810207	null	PF10_0049	
PF3D7_1004700	Pf3D7_10_v3	Q8IJZ0	810208	null	PF10_0050	
PF3D7_1004800	Pf3D7_10_v3	Q8IJY9	810209	null	PF10_0051	
PF3D7_1004900	Pf3D7_10_v3	Q8IJY8	810210	null	PF10_0052	
PF3D7_1005000	Pf3D7_10_v3	Q8I716	810211	null	PF10_0053	
PF3D7_1005100	Pf3D7_10_v3	Q8IJY7	810212	null	PF10_0054	
PF3D7_1005200	Pf3D7_10_v3	C6S3C1	8445013	null	PF10_0054a	
PF3D7_1005300	Pf3D7_10_v3	Q8IJY6	810213	null	PF10_0055	
PF3D7_1005400	Pf3D7_10_v3	Q8IJY5	810214	null	PF10_0056	
PF3D7_1005500	Pf3D7_10_v3	Q8IJY4	810215	null	PF10_0057	
PF3D7_1005600	Pf3D7_10_v3	C6S3C2,Q8IJY3	810216,8445055	null	PF10_0057a, PF10_0058	
PF3D7_1005700	Pf3D7_10_v3	null	null	null	PF10_0058	
PF3D7_1005800	Pf3D7_10_v3	Q8IJY2	810217	null	PF10_0059	
PF3D7_1005900	Pf3D7_10_v3	Q8IJY1	810218	null	PF10_0060	
PF3D7_1006000	Pf3D7_10_v3	Q8IJY0	810219	null	PF10_0061	
PF3D7_1006100	Pf3D7_10_v3	Q8IJX9	810220	NOT5	PF10_0062	
PF3D7_1006200	Pf3D7_10_v3	Q8IJX8	810221	ALBA3	PF10_0063	
PF3D7_1006300	Pf3D7_10_v3	C6S3C3	8444974	null	PF10_0063a	
PF3D7_1006400	Pf3D7_10_v3	Q8IJX7	810222	null	PF10_0064	
PF3D7_1006500	Pf3D7_10_v3	Q8IJX6	810223	null	PF10_0065	
PF3D7_1006600	Pf3D7_10_v3	Q8IJX5	810224	PhLP1	PF10_0066	
PF3D7_1006700	Pf3D7_10_v3	Q8IJX4	810225	null	PF10_0067	
PF3D7_1006800	Pf3D7_10_v3	Q8IJX3	810226	null	PF10_0068	
PF3D7_1006900	Pf3D7_10_v3	Q8IJX2	810227	null	PF10_0069	
PF3D7_1007000	Pf3D7_10_v3	Q8IJX1	810228	null	PF10_0070	
PF3D7_1007100	Pf3D7_10_v3	C6S3C4	8444963	null	PF10_0070a	
PF3D7_1007200	Pf3D7_10_v3	Q8IJX0	810229	null	PF10_0071	
PF3D7_1007300	Pf3D7_10_v3	Q8IJW9	810230	null	PF10_0072	
PF3D7_1007400	Pf3D7_10_v3	Q8IJW8	810231	null	PF10_0073	
PF3D7_1007500	Pf3D7_10_v3	C6S3C5	8445019	null	PF10_0073, PF10_0073a	
PF3D7_1007600	Pf3D7_10_v3	Q8IJW7	810232	null	PF10_0074	
PF3D7_1007700	Pf3D7_10_v3	Q8IJW6	810233	ApiAP2	PF10_0075	
PF3D7_1007800	Pf3D7_10_v3	Q8IJW5	810234	null	PF10_0076	
PF3D7_1007900	Pf3D7_10_v3	Q8IJW4	810235	null	PF10_0077	
PF3D7_1008000	Pf3D7_10_v3	Q8IJW3	810236	HDA2	PF10_0078	
PF3D7_1008100	Pf3D7_10_v3	Q8IJW2	810237	null	PF10_0079	
PF3D7_1008200	Pf3D7_10_v3	Q8IJW1	810238	null	PF10_0080	
PF3D7_1008300	Pf3D7_10_v3	null	8444983	null	PF10_0080a	
PF3D7_1008400	Pf3D7_10_v3	Q8IJW0	810239	RPT2	PF10_0081	
PF3D7_1008500	Pf3D7_10_v3	Q8IJV9	810240	null	2296.t00400, PF10_0082	
PF3D7_1008600	Pf3D7_10_v3	Q8IJV8	810241	null	PF10_0083	
PF3D7_1008700	Pf3D7_10_v3	Q7KQL5	810242	null	PF10_0084	
PF3D7_1008800	Pf3D7_10_v3	Q8IJV7	810243	NOP5	PF10_0085	
PF3D7_1008900	Pf3D7_10_v3	Q8IJV6	810244	AK1	PF10_0086	
PF3D7_1009000	Pf3D7_10_v3	Q8IJV5	810245	null	PF10_0087	
PF3D7_1009100	Pf3D7_10_v3	Q8IJV4	810246	null	PF10_0088	
PF3D7_1009200	Pf3D7_10_v3	Q8IJV3	810247	null	PF10_0089	
PF3D7_1009300	Pf3D7_10_v3	Q8IJV2	810248	null	PF10_0090	
PF3D7_1009400	Pf3D7_10_v3	Q8IJV1	810249	null	PF10_0091	
PF3D7_1009500	Pf3D7_10_v3	Q8IJV0	810250	null	PF10_0092	
PF3D7_1009600	Pf3D7_10_v3	Q8IJU9	810251	null	1398.t00340, PF10_0093	
PF3D7_1009700	Pf3D7_10_v3	Q8IJU8	810252	null	PF10_0094	
PF3D7_1009800	Pf3D7_10_v3	Q8IJU7	810253	null	PF10_0095	
PF3D7_1009900	Pf3D7_10_v3	Q8IJU6	810254	null	PF10_0096	
PF3D7_1010000	Pf3D7_10_v3	Q8IJU5	810255	null	PF10_0097	
PF3D7_1010100	Pf3D7_10_v3	Q8IJU4	810256	null	PF10_0098	
PF3D7_1010200	Pf3D7_10_v3	Q8IJU3	810257	null	2296.t00402, PF10_0099	
PF3D7_1010300	Pf3D7_10_v3	Q8IJU2	810258	SDH4	PF10_0100	
PF3D7_1010400	Pf3D7_10_v3	Q8IJU1	810259	null	PF10_0101	
PF3D7_1010500	Pf3D7_10_v3	Q8IJU0	810260	null	PF10_0102	
PF3D7_1010600	Pf3D7_10_v3	Q8IJT9	810261	null	PF10_0103	
PF3D7_1010700	Pf3D7_10_v3	Q8IJT8	810262	null	PF10_0104	
PF3D7_1010800	Pf3D7_10_v3	Q8IJT7	810263	null	2296.t00399, PF10_0105	
PF3D7_1010900	Pf3D7_10_v3	Q8IJT6	810264	null	PF10_0106, PF10_0106:exon:5	
PF3D7_1011000	Pf3D7_10_v3	Q8IJT5	810265	ISP1	PF10_0107	
PF3D7_1011100	Pf3D7_10_v3	Q8IJT4	810266	null	PF10_0108	
PF3D7_1011200.1	Pf3D7_10_v3	null	null	null	PF10_0109	
PF3D7_1011200.2	Pf3D7_10_v3	Q8IJT3	810267	null	PF10_0109	
PF3D7_1011300	Pf3D7_10_v3	Q8IJT2	810268	null	PF10_0110	
PF3D7_1011400	Pf3D7_10_v3	Q8IJT1	810269	null	PF10_0111	
PF3D7_1011500	Pf3D7_10_v3	Q8IJT0	810270	null	PF10_0112	
PF3D7_1011600	Pf3D7_10_v3	Q8IJS9	810271	null	PF10_0113	
PF3D7_1011700	Pf3D7_10_v3	Q8IJS8	810272	null	PF10_0114	
PF3D7_1011800	Pf3D7_10_v3	Q8IJS7	810273	PREBP	PF10_0115	
PF3D7_1011900	Pf3D7_10_v3	Q8IJS6	810274	HO	PF10_0116	
PF3D7_1012000	Pf3D7_10_v3	Q8IJS5	810275	null	PF10_0117	
PF3D7_1012100	Pf3D7_10_v3	Q8IJS4	810276	null	PF10_0118	
PF3D7_1012200	Pf3D7_10_v3	Q8IJS3	810277	null	PF10_0119	
PF3D7_1012300	Pf3D7_10_v3	Q8IJS2	810278	null	PF10_0120	
PF3D7_1012400	Pf3D7_10_v3	Q8IJS1	810279	HGPRT	PF10_0121	
PF3D7_1012500	Pf3D7_10_v3	Q8IJS0	810280	null	PF10_0122	
PF3D7_1012600	Pf3D7_10_v3	Q8IJR9	810281	GMPS	PF10_0123	
PF3D7_1012700	Pf3D7_10_v3	Q8IJR8	810282	NIF4	PF10_0124	
PF3D7_1012800	Pf3D7_10_v3	Q8IJR7	810283	null	PF10_0125	
PF3D7_1012900	Pf3D7_10_v3	Q8IJR6	810284	ATG18	PF10_0126	
PF3D7_1013000	Pf3D7_10_v3	Q8IJR5	810285	null	PF10_0127	
PF3D7_1013100	Pf3D7_10_v3	Q8IJR4	810286	null	PF10_0128	
PF3D7_1013200	Pf3D7_10_v3	Q8IJR3	810287	null	PF10_0129	
PF3D7_1013300	Pf3D7_10_v3	Q8IJR2	810288	null	PF10_0130	
PF3D7_1013400	Pf3D7_10_v3	Q8IJR1	810289	null	PF10_0131	
PF3D7_1013500	Pf3D7_10_v3	Q8IJR0	810290	PI-PLC	PF10_0132	
PF3D7_1013600	Pf3D7_10_v3	Q8IJQ9	810291	null	PF10_0133	
PF3D7_1013700	Pf3D7_10_v3	Q8IJQ8	810292	null	PF10_0134	
PF3D7_1013800	Pf3D7_10_v3	Q8IJQ7	810293	null	PF10_0135	
PF3D7_1013900	Pf3D7_10_v3	Q8IJQ6	810294	null	PF10_0136	
PF3D7_1014000	Pf3D7_10_v3	Q8IJQ5	810295	FS	PF10_0137	
PF3D7_1014100	Pf3D7_10_v3	Q8IJQ4	810296	null	PF10_0138	
PF3D7_1014200	Pf3D7_10_v3	Q8IJQ3	810297	HAP2	PF10_0139	
PF3D7_1014300	Pf3D7_10_v3	Q8IJQ2	810298	null	PF10_0140	
PF3D7_1014400	Pf3D7_10_v3	Q8IJQ1	810299	MRK	PF10_0141	
PF3D7_1014500	Pf3D7_10_v3	Q8IJQ0	810300	null	PF10_0142	
PF3D7_1014600	Pf3D7_10_v3	Q8IJP9	810301	ADA2	PF10_0143	
PF3D7_1014700	Pf3D7_10_v3	Q8IJP8	810302	null	PF10_0144	
PF3D7_1014800	Pf3D7_10_v3	Q8IJP7	810303	null	2296.t00403, PF10_0145	
PF3D7_1014900	Pf3D7_10_v3	Q8IJP6	810304	null	PF10_0146	
PF3D7_1015000	Pf3D7_10_v3	Q8IJP5	810305	null	PF10_0147	
PF3D7_1015100	Pf3D7_10_v3	Q8IJP4	810306	null	PF10_0148	
PF3D7_1015200.1	Pf3D7_10_v3	Q8IJP3	810307	CysRS	PF10_0149	
PF3D7_1015200.2	Pf3D7_10_v3	null	null	CysRS	PF10_0149	
PF3D7_1015200.3	Pf3D7_10_v3	null	null	CysRS	PF10_0149	
PF3D7_1015300	Pf3D7_10_v3	Q8IJP2	810308	METAP1b	PF10_0150	
PF3D7_1015400	Pf3D7_10_v3	Q8IJP1	810309	null	PF10_0151	
PF3D7_1015500	Pf3D7_10_v3	Q8IJP0	810310	null	PF10_0152	
PF3D7_1015600	Pf3D7_10_v3	Q8IJN9	810311	HSP60	PF10_0153	
PF3D7_1015700.1	Pf3D7_10_v3	C6S3C6	8444964	null	PF10_0153a	
PF3D7_1015700.2	Pf3D7_10_v3	null	null	null	PF10_0153a	
PF3D7_1015800	Pf3D7_10_v3	Q8IJN8	810312	null	PF10_0154	
PF3D7_1015900	Pf3D7_10_v3	Q8IJN7	810313	ENO	PF10_0155	
PF3D7_1016000	Pf3D7_10_v3	Q8IJN6	810314	null	PF10_0156	
PF3D7_1016100	Pf3D7_10_v3	Q8IJN5	810315	null	PF10_0157	
PF3D7_1016200	Pf3D7_10_v3	Q8IJN4	810316	null	PF10_0158	
PF3D7_1016300	Pf3D7_10_v3	Q8I6U8	810317	GBP	PF10_0159	
PF3D7_1016400	Pf3D7_10_v3	Q8IJN3	810318	FIKK10.1	PF10_0160	
PF3D7_1016500	Pf3D7_10_v3	Q8IJN2	810319	null	PF10_0161	
PF3D7_1016600	Pf3D7_10_v3	C6S3C7	8444980	null	PF10_0161, PF10_0161a	
PF3D7_1016700	Pf3D7_10_v3	Q8IJN1	810320	null	PF10_0162	
PF3D7_1016800	Pf3D7_10_v3	Q8IJN0	810321	null	PF10_0163	
PF3D7_1016900	Pf3D7_10_v3	Q8IJM9	810322	ETRAMP10.3	PF10_0164	
PF3D7_1017000	Pf3D7_10_v3	Q7KQL4	810323	null	PF10_0165	
PF3D7_1017100	Pf3D7_10_v3	Q8IJM8	810324	RON12	PF10_0166	
PF3D7_1017200	Pf3D7_10_v3	Q8IJM7	810325	null	PF10_0167, PF10_0167:exon:2	
PF3D7_1017300.1	Pf3D7_10_v3	null	null	GRASP	PF10_0168	
PF3D7_1017300.2	Pf3D7_10_v3	C6S3C8,Q8IJM6	810326	GRASP	PF10_0168	
PF3D7_1017400	Pf3D7_10_v3	Q8IJM5	810327	PMM	PF10_0169	
PF3D7_1017500	Pf3D7_10_v3	Q8IJM4	810328	null	PF10_0170	
PF3D7_1017600	Pf3D7_10_v3	Q8IJM3	810329	null	PF10_0171	
PF3D7_1017700	Pf3D7_10_v3	Q8IJM2	810330	null	PF10_0172	
PF3D7_1017800	Pf3D7_10_v3	Q8IJM1	810331	null	PF10_0173	
PF3D7_1017900	Pf3D7_10_v3	Q8IJM0	810332	RPN5	PF10_0174	
PF3D7_1018000	Pf3D7_10_v3	Q8I715	810333	null	PF10_0175	
PF3D7_1018100	Pf3D7_10_v3	Q8IJL9	810334	null	PF10_0176	
PF3D7_1018200	Pf3D7_10_v3	C6S3C9	8445053	PPP8	PF10_0177a	
PF3D7_1018300	Pf3D7_10_v3	C6S3D0	8444986	null	PF10_0177, PF10_0177b	
PF3D7_1018400	Pf3D7_10_v3	Q8IJL7	810336	null	PF10_0178	
PF3D7_1018500	Pf3D7_10_v3	C6S3D1	8445051	null	PF10_0179, PF10_0179a	
PF3D7_1018600	Pf3D7_10_v3	Q8IJL6	810337	null	PF10_0179	
PF3D7_1018700	Pf3D7_10_v3	Q8IJL5	810338	null	PF10_0180	
PF3D7_1018800	Pf3D7_10_v3	Q8IJL4	810339	null	PF10_0181	
PF3D7_1018900	Pf3D7_10_v3	Q8IJL3	810340	null	PF10_0182	
PF3D7_1019000	Pf3D7_10_v3	Q8IJL2	810341	null	PF10_0183	
PF3D7_1019100	Pf3D7_10_v3	Q8IJL1	810342	null	PF10_0184	
PF3D7_1019200	Pf3D7_10_v3	Q8IJL0	810343	null	PF10_0185	
PF3D7_1019300	Pf3D7_10_v3	Q8IJK9	810344	null	2296.t00398, PF10_0186	
PF3D7_1019400	Pf3D7_10_v3	Q8IJK8	810345	null	PF10_0187	
PF3D7_1019500.1	Pf3D7_10_v3	null	null	null	PF10_0188	
PF3D7_1019500.2	Pf3D7_10_v3	Q8IJK7	810346	null	PF10_0188	
PF3D7_1019600	Pf3D7_10_v3	Q8IJK6	810347	null	PF10_0189	
PF3D7_1019700	Pf3D7_10_v3	Q8IJK5	810348	null	PF10_0190	
PF3D7_1019800	Pf3D7_10_v3	Q8IJK4	810349	null	PF10_0191, PF10_0192	
PF3D7_1019900	Pf3D7_10_v3	Q8IJK2	810351	ATG8	PF10_0193	
PF3D7_1020000	Pf3D7_10_v3	Q8IJK1	810352	null	PF10_0194	
PF3D7_1020100	Pf3D7_10_v3	C6S3D2	8445014	null	PF10_0195a	
PF3D7_1020200	Pf3D7_10_v3	Q8IJK0	810353	null	PF10_0195	
PF3D7_1020300	Pf3D7_10_v3	Q8IJJ9	810354	null	PF10_0196	
PF3D7_1020400	Pf3D7_10_v3	Q8IJJ8	810355	null	PF10_0197	
PF3D7_1020500	Pf3D7_10_v3	Q8IJJ7	810356	null	PF10_0198	
PF3D7_1020600	Pf3D7_10_v3	Q8IJJ6	810357	null	PF10_0199	
PF3D7_1020700	Pf3D7_10_v3	Q8IJJ5	810358	null	PF10_0200	
PF3D7_1020800	Pf3D7_10_v3	Q8IJJ4	810359	DLAT	PF10_0407	
PF3D7_1020900	Pf3D7_10_v3	Q7KQL3	810360	ARF1	PF10_0203	
PF3D7_1021000	Pf3D7_10_v3	Q8IJJ3	810361	null	PF10_0204	
PF3D7_1021100	Pf3D7_10_v3	Q8IJJ2	810362	null	PF10_0205	
PF3D7_1021200	Pf3D7_10_v3	Q8IJJ1	810363	null	PF10_0206	
PF3D7_1021300	Pf3D7_10_v3	Q8IJJ0	810364	null	PF10_0207	
PF3D7_1021400	Pf3D7_10_v3	Q8IJI9	810365	null	PF10_0208	
PF3D7_1021500	Pf3D7_10_v3	Q8IJI8	810366	null	PF10_0209	
PF3D7_1021600	Pf3D7_10_v3	Q8IJI7	810367	null	PF10_0210	
PF3D7_1021700	Pf3D7_10_v3	Q8IJI6	810368	null	PF10_0211, PF10_0212	
PF3D7_1021800	Pf3D7_10_v3	Q8IJI5	810369	SEA1	PF10_0212, PF10_0212a	
PF3D7_1021900	Pf3D7_10_v3	Q8IJI4	810370	null	PF10_0213	
PF3D7_1022000	Pf3D7_10_v3	Q8IJI3	810371	null	PF10_0214	
PF3D7_1022100	Pf3D7_10_v3	C6S3D3	8445011	null	PF10_0215, PF10_0215a	
PF3D7_1022200	Pf3D7_10_v3	Q8IJI2	810372	null	PF10_0215	
PF3D7_1022300	Pf3D7_10_v3	Q8IJI1	810373	null	PF10_0216	
PF3D7_1022400	Pf3D7_10_v3	Q8IJI0	810374	SRSF4	PF10_0217	
PF3D7_1022500	Pf3D7_10_v3	Q8I6U7	810375	null	PF10_0218	
PF3D7_1022600	Pf3D7_10_v3	Q8IJH9	810376	null	PF10_0219	
PF3D7_1022700	Pf3D7_10_v3	Q8IJH8	810377	null	PF10_0220	
PF3D7_1022800	Pf3D7_10_v3	Q8IJH7	810378	GcpE	PF10_0221	
PF3D7_1022900	Pf3D7_10_v3	Q8IJH6	810379	null	PF10_0222	
PF3D7_1023000	Pf3D7_10_v3	Q8IJH5	810380	null	PF10_0223	
PF3D7_1023100	Pf3D7_10_v3	Q8IJH4	810381	null	PF10_0224	
PF3D7_1023200	Pf3D7_10_v3	Q8IJH3	810382	OMPDC	PF10_0225	
PF3D7_1023300	Pf3D7_10_v3	Q8IJH2	810383	null	PF10_0226	
PF3D7_1023400	Pf3D7_10_v3	Q8IJH1	810384	null	PF10_0227	
PF3D7_1023500	Pf3D7_10_v3	null	null	null	PF10_0228	
PF3D7_1023600	Pf3D7_10_v3	Q8IJG9,Q8IJH0	810385,810386	null	PF10_0228, PF10_0229	
PF3D7_1023700	Pf3D7_10_v3	Q8IJG8	810387	null	PF10_0230	
PF3D7_1023800	Pf3D7_10_v3	Q8IJG7	810388	null	PF10_0231	
PF3D7_1023900	Pf3D7_10_v3	Q8IJG6	810389	CHD1	PF10_0232	
PF3D7_1024000	Pf3D7_10_v3	Q8IJG5	810390	null	PF10_0233	
PF3D7_1024100	Pf3D7_10_v3	Q8IJG4	810391	null	PF10_0234	
PF3D7_1024200	Pf3D7_10_v3	Q8IJG3	810392	null	PF10_0235	
PF3D7_1024300	Pf3D7_10_v3	Q8IJG2	810393	null	PF10_0236	
PF3D7_1024400	Pf3D7_10_v3	Q8IJG1	810394	null	PF10_0237	
PF3D7_1024500	Pf3D7_10_v3	Q8IJG0	810395	null	PF10_0238	
PF3D7_1024600	Pf3D7_10_v3	Q8IJF8	810397	null	PF10_0239, PF10_0240	
PF3D7_1024700	Pf3D7_10_v3	Q8IJF7	810398	null	PF10_0241	
PF3D7_1024800	Pf3D7_10_v3	Q8IJF6	810399	null	PF10_0242	
PF3D7_1024900	Pf3D7_10_v3	Q8IJF5	810400	null	PF10_0243	
PF3D7_1025000	Pf3D7_10_v3	Q8IJF4	810401	null	PF10_0244	
PF3D7_1025100	Pf3D7_10_v3	Q8IJF3	810402	GFPT	PF10_0245	
PF3D7_1025200	Pf3D7_10_v3	C6S3D4	8444996	null	PF10_0246, PF10_0246a	
PF3D7_1025300	Pf3D7_10_v3	Q8IJF2	810403	null	PF10_0246	
PF3D7_1025400	Pf3D7_10_v3	Q8IJF0	810405	null	PF10_0247, PF10_0248	
PF3D7_1025500	Pf3D7_10_v3	Q8IJE8	810407	null	PF10_0249, PF10_0250, PF10_0251	
PF3D7_1025600	Pf3D7_10_v3	Q8IJE6	810409	COX17	PF10_0252	
PF3D7_1025700	Pf3D7_10_v3	Q8IJE5	810410	null	PF10_0253	
PF3D7_1025800	Pf3D7_10_v3	C6S3D5	8445005	null	PF10_0253b	
PF3D7_1025900	Pf3D7_10_v3	Q8IJE4	810411	null	PF10_0254, PF10_0255, PF10_0256	
PF3D7_1026000	Pf3D7_10_v3	Q8IJE1	810414	null	PF10_0257	
PF3D7_1026100	Pf3D7_10_v3	Q8IJE0	810415	null	PF10_0258	
PF3D7_1026200	Pf3D7_10_v3	Q8IJD9	810416	null	PF10_0259	
PF3D7_1026300	Pf3D7_10_v3	Q8IJD8	810417	null	PF10_0260	
PF3D7_1026400	Pf3D7_10_v3	Q8IJD7	810418	CDC20	PF10_0261	
PF3D7_1026500	Pf3D7_10_v3	C6S3D6	8445052	null	PF10_0261a	
PF3D7_1026600	Pf3D7_10_v3	Q8IJD6	810419	null	PF10_0262	
PF3D7_1026800	Pf3D7_10_v3	Q8IJD4	810421	RPS2	PF10_0264	
PF3D7_1026900	Pf3D7_10_v3	C6S3D7	8445054	null	PF10_0409	
PF3D7_1027000	Pf3D7_10_v3	Q8IJD3	810422	null	PF10_0265	
PF3D7_1027100	Pf3D7_10_v3	Q8IJD2	810423	MPP10	PF10_0266	
PF3D7_1027200	Pf3D7_10_v3	Q8IJD1	810424	null	PF10_0267	
PF3D7_1027300	Pf3D7_10_v3	Q8IJD0	810425	nPrx	PF10_0268	
PF3D7_1027400	Pf3D7_10_v3	Q8IJC9	810426	null	PF10_0269	
PF3D7_1027500	Pf3D7_10_v3	Q8IJC8	810427	null	PF10_0270	
PF3D7_1027600	Pf3D7_10_v3	C6S3D8	8444997	null	PF10_0412	
PF3D7_1027700.1	Pf3D7_10_v3	Q8IJC7	810428	CEN3	PF10_0271	
PF3D7_1027700.2	Pf3D7_10_v3	null	null	CEN3	PF10_0271	
PF3D7_1027800	Pf3D7_10_v3	Q8IJC6	810429	RPL3	PF10_0272	
PF3D7_1027900	Pf3D7_10_v3	Q8IJC5	810430	DHHC10	PF10_0273	
PF3D7_1028000	Pf3D7_10_v3	Q8IJC4	810431	null	PF10_0274	
PF3D7_1028100	Pf3D7_10_v3	Q8IJC3	810432	PPO	PF10_0275	
PF3D7_1028200	Pf3D7_10_v3	Q8IJC2	810433	null	PF10_0276	
PF3D7_1028300	Pf3D7_10_v3	Q8IJC1	810434	EBP2	PF10_0277	
PF3D7_1028400	Pf3D7_10_v3	Q8IJC0	810435	null	PF10_0278	
PF3D7_1028500	Pf3D7_10_v3	Q8IJB9	810436	null	PF10_0279	
PF3D7_1028600	Pf3D7_10_v3	Q8IJB8	810437	null	PF10_0280	
PF3D7_1028700	Pf3D7_10_v3	Q8IJB7	810438	MTRAP	PF10_0281	
PF3D7_1028800	Pf3D7_10_v3	Q8IJB6	810439	null	PF10_0282	
PF3D7_1028900	Pf3D7_10_v3	Q8IJB5	810440	null	PF10_0283	
PF3D7_1029000	Pf3D7_10_v3	null	8444971	null	PF10_0283a	
PF3D7_1029100.1	Pf3D7_10_v3	Q8IJB4	810441	null	PF10_0284	
PF3D7_1029100.2	Pf3D7_10_v3	null	null	null	PF10_0284	
PF3D7_1029200	Pf3D7_10_v3	Q8IJB3	810442	null	PF10_0285	
PF3D7_1029300	Pf3D7_10_v3	Q8IJB2	810443	null	PF10_0286	
PF3D7_1029400	Pf3D7_10_v3	Q8IJB1	810444	null	PF10_0287	
PF3D7_1029500	Pf3D7_10_v3	Q8IJB0	810445	null	PF10_0288	
PF3D7_1029600	Pf3D7_10_v3	Q8IJA9	810446	ADA	PF10_0289	
PF3D7_1029700	Pf3D7_10_v3	Q8IJA8	810447	null	PF10_0290	
PF3D7_1029800	Pf3D7_10_v3	Q8IJA7	810448	null	PF10_0291	
PF3D7_1029900	Pf3D7_10_v3	Q8IJA6	810449	null	PF10_0292	
PF3D7_1030000	Pf3D7_10_v3	Q8IJA5	810450	SPT4	PF10_0293	
PF3D7_1030100	Pf3D7_10_v3	Q8IJA4	810451	PRP22	PF10_0294	
PF3D7_1030200	Pf3D7_10_v3	Q8IJA3	810452	null	PF10_0295	
PF3D7_1030300	Pf3D7_10_v3	Q8IJA2	810453	null	PF10_0296	
PF3D7_1030400	Pf3D7_10_v3	Q8IJA1	810454	null	PF10_0297	
PF3D7_1030500	Pf3D7_10_v3	Q8IJA0	810455	RPN9	PF10_0298	
PF3D7_1030600	Pf3D7_10_v3	Q8IJ99	810456	KAE1	PF10_0299	
PF3D7_1030700	Pf3D7_10_v3	Q8IJ98	810457	null	PF10_0300	
PF3D7_1030800	Pf3D7_10_v3	Q8IJ97	810458	null	PF10_0301	
PF3D7_1030900	Pf3D7_10_v3	Q8IJ96	810459	Pfs28	PF10_0302	
PF3D7_1031000	Pf3D7_10_v3	Q7KQL2	810460	Pfs25	PF10_0303	
PF3D7_1031100	Pf3D7_10_v3	Q8IJ95	810461	null	PF10_0304, PF10_0305	
PF3D7_1031200	Pf3D7_10_v3	Q8IJ93	810463	MORN1	PF10_0306	
PF3D7_1031300	Pf3D7_10_v3	Q8IJ92	810464	null	PF10_0307	
PF3D7_1031400.1	Pf3D7_10_v3	null	null	null	PF10_0308	
PF3D7_1031400.2	Pf3D7_10_v3	Q8IJ91	810465	null	PF10_0308	
PF3D7_1031500	Pf3D7_10_v3	Q8IJ90	810466	null	PF10_0309	
PF3D7_1031600	Pf3D7_10_v3	Q8IJ89	810467	GEXP15	PF10_0310	
PF3D7_1031700	Pf3D7_10_v3	Q8IJ88	810468	I3	PF10_0311	
PF3D7_1031800	Pf3D7_10_v3	Q8IJ87	810469	null	PF10_0312	
PF3D7_1031900	Pf3D7_10_v3	C6S3D9	8444998	null	PF10_0313, PF10_0313a	
PF3D7_1032000	Pf3D7_10_v3	Q8IJ86	810470	RimM	PF10_0313	
PF3D7_1032100	Pf3D7_10_v3	Q8IJ85	810471	DCP1	PF10_0314	
PF3D7_1032200	Pf3D7_10_v3	C6S3E0	8445003	null	PF10_0314a	
PF3D7_1032300	Pf3D7_10_v3	Q8IJ84	810472	null	PF10_0315	
PF3D7_1032400	Pf3D7_10_v3	Q8IJ83	810473	PIGA	PF10_0316	
